0	2527
0	2081
1	3486
1	437
1	2709
1	2978
5	3029
6	4918
6	4721
6	1131
6	2317
7	90
8	4905
8	3850
8	1122
11	775
13	216
13	4249
13	2821
19	2830
19	3590
20	578
21	506
22	2499
23	3374
25	489
26	2783
26	3675
26	3769
29	3863
31	4718
32	3460
32	4120
33	2239
35	1192
35	2150
36	1355
36	1546
38	4507
39	518
40	4921
41	3685
42	3588
42	1896
43	3180
44	3075
45	302
45	1460
47	4920
52	4695
54	2991
54	764
55	1856
59	2919
60	1061
61	1671
61	2956
62	2981
62	4343
63	1189
64	805
64	2226
64	2819
64	1510
65	428
65	2274
66	700
66	3747
70	169
70	1345
71	4512
71	2502
72	837
72	1011
73	1730
73	4018
73	743
74	1986
76	1709
77	2054
81	4725
81	929
82	3830
83	3378
83	2244
84	2975
85	4156
86	823
86	4257
87	539
88	4836
88	2497
89	623
90	3317
93	4869
93	4795
94	4467
99	3336
99	3274
100	3567
100	4659
101	2228
101	1105
101	4112
101	1359
101	2044
103	3608
104	4796
106	2189
108	866
110	3802
110	4355
110	2872
112	1967
112	4874
113	1936
113	1262
114	1776
114	141
114	1265
116	4210
116	581
117	1109
117	4636
119	4215
121	3215
122	3158
122	1107
123	3491
124	1892
124	2731
124	3938
124	542
125	406
126	1866
126	4495
127	4877
127	4270
127	1624
128	3107
129	2546
129	1381
129	2767
130	3869
130	2085
131	3559
132	405
134	3620
134	903
134	762
134	1120
135	2292
138	4238
138	3789
139	4242
141	2706
142	4582
144	1544
144	3312
144	530
145	2979
148	1779
148	3886
150	2829
151	3489
151	3584
152	1533
154	3122
154	2825
155	3040
155	2800
155	4823
157	2245
157	2068
158	737
158	3316
158	1367
158	3207
159	2759
159	1990
159	3392
160	3146
162	1981
162	2808
162	2277
163	3069
163	566
164	4728
164	329
166	3407
167	4998
167	4038
167	3542
170	217
172	2629
172	2692
173	4079
174	4619
174	2933
174	4434
174	464
175	560
176	1545
176	3645
178	4286
179	1987
181	1218
182	2391
185	2458
185	2715
186	3512
186	2982
186	1438
187	1782
189	1846
189	473
189	1673
190	3242
190	3810
191	1953
191	2350
192	2717
193	4063
195	1973
197	754
198	1326
199	2253
200	3104
200	2128
200	2905
201	4160
202	1049
202	2780
202	839
205	4745
205	452
207	4419
208	985
208	1327
209	3796
209	1167
211	4481
211	1023
212	3449
212	869
212	4221
212	2077
214	745
214	4107
215	41
217	2314
218	4506
218	846
219	2549
221	2246
221	3388
221	686
222	1251
222	274
225	4625
225	3218
226	265
226	1060
227	1940
227	842
227	2436
228	3743
229	2876
229	4148
229	1434
229	2939
230	1426
231	3981
231	3695
233	4647
234	1554
236	4285
237	2302
239	1867
240	3629
240	3322
241	3587
242	4236
243	2300
244	3387
245	2507
246	307
247	2924
248	3530
251	3974
251	4361
251	3351
253	138
255	2664
255	204
256	1043
256	4863
258	2565
259	71
259	3885
259	3095
