0	1038
0	2358
1	369
1	4370
2	3859
3	6765
4	6859
5	1436
5	8310
5	8423
8	3759
8	469
10	1239
10	2234
10	6616
10	8779
11	6305
11	8460
11	1841
15	3584
17	581
18	3970
18	8925
20	176
20	4056
21	8683
22	3378
22	6945
22	7468
25	3626
25	3673
26	5437
27	1475
27	7154
28	769
28	9774
28	8782
29	7237
30	8376
32	8887
33	7415
33	7539
35	2502
36	5037
37	1813
39	314
39	742
41	1117
41	1781
41	1101
41	9738
42	576
42	3793
42	2139
43	4997
44	3583
45	3536
46	717
46	7779
47	286
47	1128
48	7917
52	2307
53	6152
53	7552
53	8470
54	2722
54	5303
55	3841
57	5647
58	1542
58	4060
58	9869
59	192
62	3767
64	25
64	3156
64	7717
64	3638
66	1105
66	8631
66	151
67	7949
68	3028
68	4312
69	1792
70	1290
70	3567
71	2212
73	9118
74	2802
74	7567
74	2862
75	434
75	1539
75	7561
76	5701
77	891
77	6972
78	2654
78	4557
78	1265
79	5159
80	2562
80	6831
80	9750
80	1347
81	7731
83	9
83	3059
83	6696
84	6592
85	4090
86	6507
86	6657
87	6857
91	3973
93	1833
93	5926
93	9337
93	2060
93	6431
94	1030
95	7923
97	2363
97	5059
98	6458
99	9910
101	2127
101	7472
101	771
102	5871
102	9332
103	1448
103	4487
104	2246
106	9423
107	658
107	1923
108	2961
110	9205
111	2199
112	3315
112	4946
112	7503
113	194
113	2168
113	2739
113	3982
113	2657
114	4593
115	5175
118	3445
118	6438
119	788
119	6157
123	466
123	940
123	1447
123	9816
123	3790
124	3391
124	7713
126	1360
127	6870
128	3825
128	9767
128	6640
130	764
130	3647
131	3422
131	6603
134	8481
135	8089
136	3528
137	6766
138	6599
139	12
139	6199
140	3590
140	6781
141	1091
143	6559
145	883
145	3089
145	5724
146	9536
147	1555
147	4944
148	9383
149	6466
149	7848
149	8561
150	1717
150	2314
150	5349
150	6101
152	6567
152	1937
153	3440
153	2596
154	2992
154	2995
155	3944
156	6788
158	4349
158	8041
159	1189
160	1102
160	6757
162	297
162	3203
162	7476
163	811
163	8567
163	6528
165	9132
166	1591
166	1788
167	1687
167	9217
168	6055
168	8961
168	6934
169	8147
170	7477
171	5836
172	1100
173	4728
173	9251
175	2415
175	9596
176	3948
177	1216
177	7637
178	1527
178	5920
178	563
179	1323
179	3547
179	7164
181	8720
182	2505
182	2821
182	4718
182	6520
182	8959
183	7309
186	6835
186	9583
188	7714
189	8331
190	1258
190	8148
191	2515
191	3287
193	3711
194	8464
195	421
196	2621
198	1134
198	2709
199	1271
201	6396
203	3263
204	6417
204	9372
207	8183
208	1259
211	6663
212	1064
212	7730
213	1642
213	2231
214	4926
214	9639
215	6641
216	4058
217	1435
217	5976
217	7835
219	3288
219	3902
220	2302
220	8746
221	532
221	8166
223	2158
223	2814
223	8087
224	3491
224	4390
224	8379
224	9568
225	9123
226	4294
227	3648
229	2946
229	5774
232	3067
232	5265
233	4047
234	1516
234	2149
234	665
234	1817
234	5427
236	8431
238	291
238	6195
239	4919
240	1926
240	2706
242	81
244	7406
246	4293
247	516
248	4215
249	2918
249	6645
250	854
250	1997
250	6058
250	8694
251	693
252	2177
252	5166
252	6007
253	8287
254	4113
254	4011
256	9981
257	2628
258	7125
258	8444
259	2310
260	2742
260	2154
261	363
261	8378
263	8284
263	3151
264	3594
265	4782
266	4908
267	8917
267	9462
268	9534
269	812
269	8498
270	0
272	1455
272	5810
273	7442
273	8604
274	6536
276	7326
277	6538
278	1011
278	3435
278	6893
279	8026
280	9821
281	7894
282	1492
283	7081
284	8757
287	4526
287	5117
287	9320
288	8605
289	5238
289	8399
289	7833
290	1246
291	7032
292	4917
292	9153
292	4347
292	8151
292	89
293	1941
293	2099
294	4
295	3706
295	7759
295	7995
296	481
296	2121
296	6427
296	8800
296	9752
298	5657
298	5910
298	7556
299	5496
300	5869
300	9255
301	8195
302	4464
304	1914
305	6263
306	2536
306	8459
307	9343
307	9881
308	2441
308	8356
309	7444
309	675
310	5189
310	8133
311	1010
312	3622
312	3659
313	5435
315	9095
316	4473
319	8873
320	375
320	5567
321	1298
322	4554
323	8760
324	579
324	7856
326	3962
326	2259
327	9858
329	6499
330	3297
332	4985
333	233
334	3076
334	6771
335	9691
336	1361
336	2921
336	3055
337	6393
338	5373
338	8527
339	2131
339	7529
342	4320
342	6768
342	9073
343	5481
344	9728
344	8152
344	3892
345	4771
345	8215
346	3234
346	4270
347	6093
347	6825
348	465
349	3684
349	6740
349	8966
351	4923
352	1480
352	1758
352	2592
352	1511
355	378
356	6449
358	8597
360	8558
361	6200
361	6637
362	158
363	3072
364	941
364	4042
365	6727
365	7448
366	8434
367	2668
367	9321
368	6615
368	6855
369	201
369	1658
369	2395
369	9064
369	1968
370	1769
371	9039
372	8709
373	2827
373	4693
374	4967
375	1600
375	1612
375	9045
377	1005
377	4227
377	5074
378	4147
379	289
379	355
381	54
381	4990
382	835
382	7258
383	1708
383	2582
385	888
385	1441
386	2291
386	3798
387	9870
389	8273
392	8068
392	9474
393	848
394	3953
395	1934
395	3593
395	6459
397	3650
397	6797
397	6823
399	1084
400	9699
402	7974
402	9103
404	3303
404	9289
404	9749
405	4361
405	5425
406	1850
406	2274
406	2523
406	9465
407	8676
408	6910
408	9430
408	6697
409	1342
409	1969
410	4262
410	8981
411	4247
412	2013
412	3604
414	4561
414	8711
416	4480
417	203
417	400
417	8437
418	3423
418	3490
418	8621
418	6595
419	2799
419	7581
423	3855
423	4296
423	5552
424	7669
426	612
427	6228
429	2447
429	9587
430	4013
431	2585
432	4117
433	7366
434	3581
434	5371
435	5566
435	8671
436	8931
437	3273
438	3839
438	7543
441	5925
442	9797
444	9705
445	2041
445	5607
445	7044
445	4322
446	489
447	4192
448	2167
448	4675
449	7994
449	9742
450	7832
450	8251
451	3262
451	8918
451	7661
452	7655
453	6077
454	9845
454	3428
455	9846
456	2892
457	1057
457	1704
459	8817
459	3681
460	4483
460	4683
461	7231
463	1304
463	7289
466	5350
466	7645
469	8067
469	8969
469	2837
469	5908
470	7119
470	9069
471	9740
472	7485
475	418
475	4496
479	433
479	3121
479	5986
480	5114
481	4991
481	6843
481	7895
482	2173
482	2124
483	5320
483	6062
484	685
485	8512
485	2617
486	222
487	2551
490	9463
491	8927
491	9572
495	7841
497	8173
498	6094
500	7904
500	5745
501	6628
503	1053
505	959
505	8783
506	4756
506	7159
506	9554
506	9866
507	1446
508	1122
508	3515
508	9190
509	695
509	1404
510	1509
510	3157
513	3289
515	574
515	7862
516	661
516	1673
517	5878
517	7392
519	1202
519	5163
522	2511
523	142
525	8703
525	7620
527	3003
527	8262
527	7398
528	405
528	4377
529	1294
531	3486
531	6064
532	2463
533	2416
533	1493
535	3995
535	9106
536	491
538	6602
540	795
541	1856
541	3573
542	6553
543	1400
544	310
544	607
544	6361
545	380
546	1868
546	3057
547	3874
548	1826
548	7030
549	1622
549	4066
551	3322
551	3507
552	1677
553	791
553	7818
553	626
555	9077
558	3748
558	34
559	4299
560	2487
560	4861
561	4992
561	9729
562	360
562	659
562	7646
563	4631
563	7809
563	2229
564	5140
564	971
565	5260
566	1871
566	5216
566	6104
573	9652
573	9860
578	2996
579	8968
581	5492
581	7740
582	7626
582	9520
585	1429
585	6965
585	6984
586	1649
588	3908
590	5003
592	6761
592	9920
593	8094
595	6586
595	7177
596	7718
597	9697
597	9996
597	9719
598	981
598	2747
599	2761
601	878
602	535
602	3731
602	7353
602	8930
603	8523
604	3774
604	3165
605	4477
607	3925
607	4663
607	5532
610	973
610	5135
610	915
612	4842
612	7501
612	9678
613	2643
614	1337
614	6518
615	1249
617	5835
618	8311
619	9263
620	1418
620	2991
620	3997
622	6292
622	7507
622	5949
623	1242
624	7932
624	1379
625	2847
627	9751
627	2344
628	822
628	5335
630	415
632	224
632	6111
632	8217
632	6030
633	4213
634	4666
635	9997
637	7317
638	730
638	4688
640	3078
641	921
641	5141
642	1373
642	7473
644	9708
645	3413
645	1346
645	9830
648	9071
649	8674
651	2949
651	5603
653	5489
653	7243
654	5432
654	7003
659	2923
659	3230
660	653
660	678
660	3718
660	5424
660	7587
660	4271
661	7608
661	8001
662	4884
662	5444
665	7167
668	6010
669	82
671	7549
671	8698
674	4817
674	1521
676	393
679	1603
679	8234
680	616
680	5752
681	749
682	1669
682	4630
682	9837
683	6919
685	5935
685	6898
685	7551
685	8122
686	1382
688	2541
688	4900
688	5813
690	5240
691	6838
691	7071
695	798
696	9852
698	1112
698	6635
701	7312
702	8733
702	1166
703	9957
704	7739
704	1306
707	4118
707	6923
707	3216
708	7699
708	4177
709	3976
710	6792
710	5625
712	5501
714	2130
714	8409
715	3642
715	4237
715	5431
716	186
717	6505
717	7246
717	7769
720	9009
720	9239
720	1129
721	3563
721	8646
722	6817
723	723
724	4115
724	4657
726	5267
726	8191
726	8595
727	223
727	7225
729	9380
729	754
731	6720
731	4402
732	8855
733	2931
733	7051
734	2006
734	2425
734	6188
736	5707
738	3922
739	9643
739	4407
740	293
740	1998
740	7960
740	1303
742	1810
742	3657
743	9794
744	1857
745	6073
745	8514
746	9368
747	1056
747	6331
750	5661
751	3864
751	5601
752	381
753	342
754	9282
755	7117
756	911
760	2822
761	3722
761	5870
763	3828
763	9277
766	181
766	4971
767	5397
767	6001
767	7075
770	3453
770	5709
771	1532
771	4880
772	2985
772	5297
774	6347
775	1755
776	5330
776	5722
777	1432
779	624
780	3791
780	9041
781	9855
783	1315
783	3460
783	7599
783	8775
785	6551
786	4755
786	9995
786	2707
788	9848
789	6160
789	7165
790	8034
790	7356
791	9253
791	4401
791	3827
792	1349
792	5476
792	961
794	1974
794	9157
795	3758
795	2699
796	110
797	2014
797	5615
797	7285
798	882
798	1698
798	4960
798	8974
799	2072
799	4891
804	9047
804	9747
805	3448
805	4754
805	5279
805	6739
806	4603
806	8540
808	7891
810	83
812	7186
813	2797
814	4528
815	8802
817	5381
817	9448
821	5857
822	4017
822	2076
823	3979
825	9316
826	968
826	4823
828	474
829	617
830	7953
832	9515
833	2988
833	7766
834	2023
834	3237
834	4418
835	2163
835	7425
835	9149
835	9165
836	1979
837	8718
838	3280
838	8680
839	1767
839	4310
840	5081
842	4000
843	3064
843	3282
843	3709
844	1405
845	2977
846	2958
846	8056
847	6674
848	7780
848	6363
849	5178
849	8355
849	9176
850	3660
851	531
851	6023
851	8529
853	8337
854	1211
854	4062
855	63
855	6019
856	1836
856	6627
858	9460
858	9666
859	2990
860	6702
861	114
861	2705
861	2432
862	4138
863	2196
864	2204
864	5760
866	4280
867	9683
868	2744
869	1081
869	2403
869	4012
869	7249
869	9717
870	8774
871	3954
871	4575
872	5361
873	2191
874	8050
875	3307
875	7422
876	4079
876	6690
877	7471
877	397
878	2137
879	1616
880	337
880	3036
880	8054
881	5862
882	1063
882	8505
885	8289
886	9424
887	8750
888	1318
888	1163
889	401
890	3509
892	8814
893	577
893	904
894	2576
897	590
897	5634
897	4160
898	3853
899	2893
900	48
902	7958
903	119
903	892
903	5312
905	5473
905	9499
908	6126
908	9880
908	6653
910	7839
912	4023
912	4712
913	9326
913	7313
916	4308
917	1006
917	6053
919	1197
921	2009
921	3512
921	9413
923	748
925	3106
926	1832
926	6147
927	1460
927	4566
928	1890
928	9456
929	2730
929	9241
929	9839
930	3178
931	4498
932	4430
933	735
933	6594
934	5057
935	5225
936	3112
936	7813
936	8849
936	9447
937	6017
939	5133
939	7623
939	6371
939	8812
939	180
941	487
941	9871
943	37
943	5273
943	5834
945	248
945	9851
947	6473
948	799
951	7214
952	8412
955	1840
955	1921
955	6793
957	5423
958	4727
959	1913
959	3412
959	715
960	3250
960	4257
961	8590
962	2633
963	3832
965	5006
966	8767
967	5266
968	1275
968	7107
968	2273
969	4353
970	5106
972	2439
972	5902
972	7082
972	9140
973	2263
973	5529
976	7200
977	622
978	5539
978	8706
978	3625
978	2449
979	4790
980	6090
981	1495
981	1695
982	8341
982	8955
982	8766
983	9761
985	2378
987	2367
987	5751
987	6819
991	3733
992	2485
992	2911
992	8509
996	5391
996	8648
997	4914
997	9146
1001	1320
1001	1630
1004	9373
1005	3598
1006	3701
1010	7127
1011	3130
1011	3478
1011	9074
1012	2192
1012	7942
1014	4103
1014	4959
1015	4157
1015	1284
1016	7805
1016	7624
1017	1681
1017	2178
1017	2865
1018	4767
1018	6221
1019	935
1019	3074
1019	4726
1019	6858
1020	3119
1020	4668
1020	3432
1021	5674
1022	1986
1022	7359
1024	3417
1024	5597
1025	5147
1028	5663
1030	3220
1031	7146
1032	792
1032	402
1033	4502
1035	2812
1035	7496
1037	4970
1037	9777
1038	8491
1038	8031
1039	166
1043	6487
1045	7438
1046	7753
1049	931
1049	6137
1049	8824
1051	1391
1052	7409
1053	3715
1054	6011
1054	8092
1055	6801
1055	2912
1056	135
1056	9824
1057	5991
1057	7
1059	3508
1059	4998
1061	3854
1061	7945
1061	9524
1062	7651
1062	8390
1064	7782
1065	5152
1066	8672
1068	7097
1069	1881
1069	6988
1069	130
1070	7247
1072	4472
1073	6129
1077	3950
1077	5605
1077	8832
1077	9364
1079	5354
1082	1620
1085	281
1085	1069
1085	1139
1085	8606
1087	9186
1087	9313
1088	6265
1088	6890
1089	2385
1090	761
1090	3283
1090	1336
1091	9215
1092	3766
1094	1178
1094	1741
1094	5469
1095	1980
1095	6192
1096	7451
1096	9388
1097	28
1098	5737
1099	1237
1099	6443
1099	7877
1100	6716
1101	4993
1101	9178
1101	9566
1102	2734
1103	8488
1104	1525
1105	3360
1105	4034
1106	6280
1108	2786
1111	3152
1111	6512
1111	6472
1113	4615
1117	841
1119	3257
1119	5393
1119	2414
1120	4210
1121	5253
1122	5854
1123	333
1125	8666
1126	9599
1127	3107
1127	1467
1132	3894
1133	6235
1138	2264
1138	9369
1139	6685
1140	8082
1141	4490
1143	2383
1143	5756
1143	884
1146	611
1146	6632
1148	5531
1148	6336
1149	3912
1149	8893
1149	9400
1149	8705
1149	852
1150	9393
1151	7427
1153	5944
1153	8842
1154	8510
1155	1222
1155	7749
1156	1321
1156	6177
1157	2507
1158	463
1158	6311
1158	9954
1158	7971
1161	1054
1163	1025
1163	7432
1165	2145
1167	3350
1167	7252
1167	8879
1169	3079
1169	9392
1169	9804
1170	3298
1170	5176
1171	8450
1172	5628
1172	9664
1175	76
1175	3940
1175	5560
1178	3038
1181	4427
1182	3845
1182	5213
1182	8339
1182	9336
1183	3167
1183	6747
1184	387
1184	6954
1184	6840
1184	4595
1185	3290
1186	7109
1186	7537
1187	492
1189	1489
1189	6561
1189	6409
1190	1031
1190	7311
1190	9283
1191	3928
1192	4178
1192	7068
1192	9812
1193	8371
1194	564
1196	5874
1198	4264
1198	7523
1200	2144
1201	5433
1202	7310
1202	2486
1202	4355
1202	1650
1204	287
1204	8123
1205	183
1205	7260
1205	5895
1206	1169
1206	9297
1207	8421
1207	9496
1211	2093
1212	1623
1213	8288
1217	3258
1218	6699
1218	6469
1219	3700
1219	5479
1220	5454
1222	794
1222	2829
